Order ID,Category,Sub Category,Sales,Discount,Profit,PaymentMode
OD4730,Beverages,Health Drinks,530,0.21,121.9,UPI
OD4731,Food Grains,Atta & Flour,654,0.34,215.82,UPI
OD4732,Oil & Masala,Spices,1988,0.11,357.84,UPI
OD4733,Food Grains,Organic Staples,849,0.1,288.66,UPI
OD4734,Food Grains,Rice,1788,0.24,464.88,UPI
OD4735,Fruits & Veggies,Organic Vegetables,508,0.16,127,UPI
OD4736,Beverages,Health Drinks,611,0.3,140.53,UPI
OD4737,Oil & Masala,Spices,925,0.12,314.5,UPI
OD4738,Beverages,Health Drinks,2063,0.14,144.41,UPI
OD4739,Bakery,Breads & Buns,2094,0.31,104.7,UPI
OD4740,Food Grains,Organic Staples,1569,0.29,282.42,UPI
OD4741,Beverages,Soft Drinks,1892,0.32,718.96,UPI
OD4742,Food Grains,Dals & Pulses,1500,0.21,630,UPI
OD4743,Beverages,Soft Drinks,2100,0.34,651,UPI
OD4744,Snacks,Noodles,2225,0.3,445,UPI
OD4745,Beverages,Soft Drinks,1632,0.24,603.84,UPI
OD4746,"Eggs, Meat & Fish",Eggs,537,0.34,150.36,UPI
OD4747,Bakery,Cakes,1282,0.33,179.48,UPI
OD4748,Bakery,Breads & Buns,1199,0.15,455.62,UPI
OD4749,"Eggs, Meat & Fish",Eggs,2060,0.14,206,UPI
OD4750,Oil & Masala,Edible Oil & Ghee,2062,0.34,927.9,UPI
OD4751,Bakery,Cakes,509,0.26,25.45,UPI
OD4752,Oil & Masala,Edible Oil & Ghee,1907,0.16,324.19,UPI
OD4753,Oil & Masala,Spices,883,0.22,247.24,UPI
OD4754,Bakery,Biscuits,2018,0.18,787.02,UPI
OD4755,Beverages,Soft Drinks,777,0.16,194.25,UPI
OD4756,Bakery,Biscuits,1332,0.23,266.4,UPI
OD4757,Food Grains,Organic Staples,776,0.34,155.2,UPI
OD4758,Beverages,Soft Drinks,1552,0.12,450.08,UPI
OD4759,Food Grains,Organic Staples,1311,0.21,367.08,UPI
OD4760,Fruits & Veggies,Organic Fruits,723,0.27,79.53,UPI
OD4761,Oil & Masala,Edible Oil & Ghee,605,0.11,260.15,UPI
OD4762,Fruits & Veggies,Organic Fruits,666,0.14,286.38,UPI
OD4763,Fruits & Veggies,Fresh Vegetables,2199,0.13,615.72,UPI
OD4764,Food Grains,Atta & Flour,1684,0.31,168.4,UPI
OD4765,Food Grains,Dals & Pulses,1857,0.17,148.56,UPI
OD4766,Fruits & Veggies,Fresh Fruits,1344,0.19,134.4,UPI
OD4767,Fruits & Veggies,Organic Fruits,1107,0.23,221.4,UPI
OD4768,Fruits & Veggies,Fresh Fruits,670,0.31,107.2,UPI
OD4769,Bakery,Biscuits,794,0.28,230.26,UPI
OD4770,Snacks,Cookies,2223,0.2,222.3,UPI
OD4771,"Eggs, Meat & Fish",Eggs,2094,0.33,167.52,UPI
OD4772,Food Grains,Atta & Flour,665,0.19,259.35,UPI
OD4773,Snacks,Chocolates,1908,0.27,534.24,UPI
OD4774,Bakery,Biscuits,2494,0.22,648.44,UPI
OD4775,Oil & Masala,Edible Oil & Ghee,1249,0.29,399.68,UPI
OD4776,Snacks,Cookies,542,0.16,184.28,UPI
OD4777,Snacks,Cookies,1844,0.25,811.36,UPI
OD4778,Beverages,Soft Drinks,1682,0.29,740.08,UPI
OD4779,Beverages,Soft Drinks,860,0.13,275.2,UPI
OD4780,Snacks,Cookies,717,0.11,186.42,UPI
OD4781,Bakery,Breads & Buns,862,0.32,379.28,UPI
OD4782,Oil & Masala,Spices,1237,0.15,457.69,UPI
OD4783,Oil & Masala,Masalas,1934,0.26,212.74,UPI
OD4784,Bakery,Cakes,2498,0.15,524.58,UPI
OD4785,"Eggs, Meat & Fish",Chicken,562,0.24,151.74,UPI
OD4786,Fruits & Veggies,Organic Fruits,2270,0.2,885.3,UPI
OD4787,Oil & Masala,Spices,976,0.21,341.6,UPI
OD4788,Snacks,Noodles,2355,0.18,894.9,UPI
OD4789,Beverages,Soft Drinks,1454,0.26,596.14,UPI
OD4790,Snacks,Chocolates,2352,0.25,1058.4,UPI
OD4791,Bakery,Biscuits,694,0.28,90.22,UPI
OD4792,Food Grains,Dals & Pulses,2430,0.29,170.1,UPI
OD4793,"Eggs, Meat & Fish",Fish,616,0.23,215.6,UPI
OD4794,"Eggs, Meat & Fish",Mutton,1482,0.3,652.08,UPI
OD4795,Fruits & Veggies,Fresh Fruits,876,0.31,122.64,UPI
OD4796,Snacks,Noodles,533,0.13,143.91,UPI
OD4797,Oil & Masala,Spices,921,0.18,267.09,UPI
OD4798,Fruits & Veggies,Organic Fruits,1955,0.17,762.45,UPI
OD4799,Beverages,Soft Drinks,753,0.13,75.3,UPI
OD4800,Oil & Masala,Masalas,886,0.21,212.64,UPI
OD4801,Snacks,Cookies,1301,0.14,351.27,UPI
OD4802,Beverages,Health Drinks,1277,0.35,242.63,UPI
OD4803,Snacks,Noodles,1961,0.14,627.52,UPI
OD4804,Food Grains,Atta & Flour,1838,0.14,716.82,UPI
OD4805,Oil & Masala,Masalas,734,0.35,110.1,UPI
OD4806,Bakery,Breads & Buns,856,0.3,325.28,UPI
OD4807,Bakery,Biscuits,702,0.31,231.66,UPI
OD4808,Beverages,Soft Drinks,1391,0.1,403.39,UPI
OD4809,Beverages,Health Drinks,997,0.14,199.4,UPI
OD4810,Food Grains,Dals & Pulses,2283,0.14,1027.35,UPI
OD4811,Oil & Masala,Masalas,1745,0.2,296.65,UPI
OD4812,Fruits & Veggies,Fresh Vegetables,847,0.27,296.45,UPI
OD4813,Food Grains,Atta & Flour,1578,0.26,615.42,UPI
OD4814,Oil & Masala,Spices,1643,0.26,246.45,UPI
OD4815,Food Grains,Dals & Pulses,1246,0.17,62.3,UPI
OD4816,"Eggs, Meat & Fish",Mutton,1115,0.17,289.9,UPI
OD4817,Snacks,Chocolates,1958,0.32,606.98,UPI
OD4818,Bakery,Breads & Buns,1913,0.18,803.46,UPI
OD4819,Fruits & Veggies,Fresh Fruits,2293,0.21,183.44,UPI
OD4820,Snacks,Chocolates,1053,0.23,410.67,UPI
OD4821,Fruits & Veggies,Organic Vegetables,870,0.19,374.1,UPI
OD4822,Beverages,Soft Drinks,2489,0.29,597.36,UPI
OD4823,Bakery,Biscuits,2245,0.32,269.4,UPI
OD4824,Snacks,Chocolates,658,0.18,223.72,UPI
OD4825,"Eggs, Meat & Fish",Chicken,2251,0.22,900.4,UPI
OD4826,Oil & Masala,Masalas,2395,0.35,862.2,UPI
OD4827,Snacks,Chocolates,809,0.33,72.81,UPI
OD4828,"Eggs, Meat & Fish",Fish,1507,0.13,587.73,UPI
OD4829,Snacks,Cookies,505,0.21,35.35,UPI
OD4830,Food Grains,Organic Staples,1981,0.18,158.48,UPI
OD4831,Beverages,Health Drinks,2414,0.19,772.48,UPI
OD4832,"Eggs, Meat & Fish",Eggs,1690,0.31,321.1,UPI
OD4833,Fruits & Veggies,Organic Fruits,916,0.2,283.96,UPI
OD4834,Beverages,Health Drinks,1210,0.25,84.7,UPI
OD4835,Food Grains,Atta & Flour,1874,0.32,787.08,UPI
OD4836,Snacks,Cookies,1153,0.11,495.79,UPI
OD4837,Snacks,Chocolates,1046,0.1,397.48,UPI
OD4838,Snacks,Chocolates,2023,0.18,161.84,UPI
OD4839,Beverages,Soft Drinks,1304,0.25,352.08,UPI
OD4840,Food Grains,Atta & Flour,2266,0.21,339.9,UPI
OD4841,"Eggs, Meat & Fish",Mutton,944,0.22,330.4,UPI
OD4842,"Eggs, Meat & Fish",Fish,1646,0.33,213.98,UPI
OD4843,Beverages,Soft Drinks,1949,0.25,857.56,UPI
OD4844,"Eggs, Meat & Fish",Fish,2399,0.29,1007.58,UPI
OD4845,Beverages,Health Drinks,1405,0.2,351.25,UPI
OD4846,Snacks,Noodles,1256,0.32,113.04,UPI
OD4847,Bakery,Breads & Buns,815,0.34,154.85,UPI
OD4848,Bakery,Cakes,596,0.24,59.6,UPI
OD4849,Fruits & Veggies,Fresh Vegetables,721,0.12,324.45,UPI
OD4850,"Eggs, Meat & Fish",Fish,2420,0.34,847,UPI
OD4851,Bakery,Breads & Buns,1570,0.32,675.1,UPI
OD4852,Beverages,Soft Drinks,1417,0.27,637.65,UPI
OD4853,Fruits & Veggies,Fresh Vegetables,2384,0.18,596,UPI
OD4854,Oil & Masala,Edible Oil & Ghee,2273,0.13,295.49,UPI
OD4855,Snacks,Noodles,2250,0.3,675,UPI
OD4856,Bakery,Cakes,1828,0.35,712.92,UPI
OD4857,Fruits & Veggies,Fresh Fruits,2108,0.31,231.88,UPI
OD4858,Fruits & Veggies,Fresh Fruits,1759,0.21,686.01,UPI
OD4859,Food Grains,Dals & Pulses,929,0.22,167.22,UPI
OD4860,Oil & Masala,Edible Oil & Ghee,1464,0.3,527.04,UPI
OD4861,Bakery,Cakes,1501,0.35,255.17,UPI
OD4862,Food Grains,Dals & Pulses,2258,0.29,361.28,UPI
OD4863,Oil & Masala,Masalas,1173,0.15,480.93,UPI
OD4864,Bakery,Biscuits,2481,0.16,769.11,UPI
OD4865,Food Grains,Atta & Flour,1180,0.17,70.8,UPI
OD4866,Oil & Masala,Masalas,828,0.17,256.68,UPI
OD4867,Fruits & Veggies,Fresh Fruits,843,0.13,160.17,UPI
OD4868,Snacks,Cookies,1475,0.28,354,UPI
OD4869,Food Grains,Dals & Pulses,1599,0.33,543.66,UPI
OD4870,"Eggs, Meat & Fish",Fish,1781,0.32,676.78,UPI
OD4871,Beverages,Soft Drinks,666,0.33,219.78,UPI
OD4872,Bakery,Cakes,1447,0.17,115.76,UPI
OD4873,Beverages,Health Drinks,1726,0.34,120.82,UPI
OD4874,Oil & Masala,Masalas,524,0.14,31.44,UPI
OD4875,Fruits & Veggies,Fresh Fruits,1795,0.12,107.7,UPI
OD4876,Snacks,Noodles,2075,0.23,622.5,UPI
OD4877,"Eggs, Meat & Fish",Eggs,638,0.29,70.18,UPI
OD4878,Food Grains,Rice,2403,0.33,1033.29,UPI
OD4879,Bakery,Biscuits,1883,0.1,301.28,UPI
OD4880,Bakery,Biscuits,1613,0.28,419.38,UPI
OD4881,Bakery,Biscuits,1127,0.34,281.75,UPI
OD4882,Bakery,Breads & Buns,994,0.34,377.72,UPI
OD4883,Snacks,Chocolates,1159,0.12,220.21,UPI
OD4884,Food Grains,Rice,1416,0.29,198.24,UPI
OD4885,"Eggs, Meat & Fish",Mutton,1242,0.29,558.9,UPI
OD4886,Fruits & Veggies,Fresh Vegetables,1964,0.33,157.12,UPI
OD4887,"Eggs, Meat & Fish",Fish,1480,0.28,621.6,UPI
OD4888,Fruits & Veggies,Organic Fruits,2415,0.22,869.4,UPI
OD4889,Food Grains,Atta & Flour,839,0.29,218.14,UPI
OD4890,Bakery,Biscuits,1958,0.34,724.46,UPI
OD4891,Bakery,Cakes,1539,0.11,430.92,UPI
OD4892,Snacks,Chocolates,1591,0.14,143.19,UPI
OD4893,Snacks,Cookies,1957,0.32,841.51,UPI
OD4894,Snacks,Noodles,907,0.18,217.68,UPI
OD4895,Bakery,Breads & Buns,1036,0.27,269.36,UPI
OD4896,Food Grains,Organic Staples,998,0.13,269.46,UPI
OD4897,Oil & Masala,Edible Oil & Ghee,862,0.35,293.08,UPI
OD4898,Snacks,Noodles,2313,0.22,578.25,UPI
OD4899,Beverages,Soft Drinks,2266,0.32,997.04,UPI
OD4900,Bakery,Biscuits,868,0.21,373.24,UPI
OD4901,"Eggs, Meat & Fish",Mutton,1275,0.13,433.5,UPI
OD4902,"Eggs, Meat & Fish",Chicken,1853,0.24,148.24,UPI
OD4903,Oil & Masala,Edible Oil & Ghee,2226,0.16,511.98,UPI
OD4904,"Eggs, Meat & Fish",Mutton,1514,0.32,514.76,UPI
OD4905,Fruits & Veggies,Fresh Vegetables,1663,0.11,432.38,UPI
OD4906,Bakery,Cakes,2099,0.12,272.87,UPI
OD4907,Beverages,Health Drinks,1036,0.13,424.76,UPI
OD4908,"Eggs, Meat & Fish",Chicken,2432,0.34,267.52,UPI
OD4909,Food Grains,Organic Staples,2283,0.13,890.37,UPI
OD4910,Bakery,Biscuits,2212,0.2,243.32,UPI
OD4911,"Eggs, Meat & Fish",Fish,1531,0.27,275.58,UPI
OD4912,Oil & Masala,Edible Oil & Ghee,1299,0.31,558.57,UPI
OD4913,Beverages,Health Drinks,1538,0.24,384.5,UPI
OD4914,Bakery,Breads & Buns,1684,0.35,740.96,UPI
OD4915,"Eggs, Meat & Fish",Eggs,1823,0.11,182.3,UPI
OD4916,Fruits & Veggies,Fresh Fruits,600,0.25,120,UPI
OD4917,Beverages,Soft Drinks,1928,0.1,674.8,UPI
OD4918,Bakery,Breads & Buns,981,0.21,441.45,UPI
OD4919,"Eggs, Meat & Fish",Chicken,1408,0.18,126.72,UPI
OD4920,Fruits & Veggies,Fresh Vegetables,1370,0.12,232.9,UPI
OD4921,Snacks,Noodles,1135,0.25,329.15,UPI
OD4922,Oil & Masala,Edible Oil & Ghee,2051,0.26,922.95,UPI
OD4923,Oil & Masala,Spices,1712,0.17,154.08,UPI
OD4924,"Eggs, Meat & Fish",Chicken,2200,0.33,396,UPI
OD4925,Food Grains,Dals & Pulses,2319,0.21,533.37,UPI
OD4926,Bakery,Breads & Buns,1160,0.27,243.6,UPI
OD4927,Food Grains,Dals & Pulses,1306,0.34,261.2,UPI
OD4928,Beverages,Soft Drinks,2018,0.18,161.44,UPI
OD4929,Oil & Masala,Masalas,807,0.13,112.98,UPI
OD4930,Fruits & Veggies,Fresh Fruits,1616,0.31,517.12,UPI
OD4931,Fruits & Veggies,Organic Fruits,1012,0.3,333.96,UPI
OD4932,Snacks,Cookies,1271,0.25,190.65,UPI
OD4933,Food Grains,Atta & Flour,885,0.1,203.55,UPI
OD4934,Food Grains,Rice,1412,0.31,127.08,UPI
OD4935,Fruits & Veggies,Organic Fruits,1549,0.34,77.45,UPI
OD4936,Bakery,Biscuits,2089,0.19,919.16,UPI
OD4937,Snacks,Chocolates,1503,0.32,180.36,UPI
OD4938,Oil & Masala,Masalas,2477,0.16,594.48,UPI
OD4939,Food Grains,Rice,1653,0.14,247.95,UPI
OD4940,Oil & Masala,Masalas,1057,0.25,179.69,UPI
OD4941,Bakery,Breads & Buns,2223,0.27,689.13,UPI
OD4942,Fruits & Veggies,Organic Fruits,587,0.29,223.06,UPI
OD4943,Fruits & Veggies,Fresh Vegetables,2498,0.24,224.82,UPI
OD4944,Beverages,Soft Drinks,2434,0.29,1095.3,UPI
OD4945,Snacks,Noodles,1939,0.16,135.73,UPI
OD4946,Snacks,Noodles,1062,0.16,95.58,UPI
OD4947,"Eggs, Meat & Fish",Chicken,2448,0.14,807.84,UPI
OD4948,Beverages,Soft Drinks,1838,0.2,533.02,UPI
OD4949,Beverages,Soft Drinks,1207,0.29,241.4,UPI
OD4950,"Eggs, Meat & Fish",Eggs,2230,0.24,691.3,UPI
OD4951,"Eggs, Meat & Fish",Eggs,1044,0.2,83.52,UPI
OD4952,Bakery,Cakes,755,0.26,271.8,UPI
OD4953,Fruits & Veggies,Organic Vegetables,517,0.3,170.61,UPI
OD4954,Bakery,Cakes,2390,0.19,167.3,UPI
OD4955,"Eggs, Meat & Fish",Eggs,1693,0.22,643.34,UPI
OD4956,Fruits & Veggies,Organic Fruits,1238,0.2,495.2,UPI
OD4957,Bakery,Cakes,507,0.16,35.49,UPI
OD4958,Food Grains,Dals & Pulses,502,0.27,225.9,UPI
OD4959,Oil & Masala,Masalas,1530,0.28,428.4,UPI
OD4960,"Eggs, Meat & Fish",Chicken,2042,0.18,408.4,UPI
OD4961,Snacks,Cookies,1876,0.19,806.68,UPI
OD4962,Snacks,Chocolates,700,0.24,70,UPI
OD4963,Snacks,Cookies,1638,0.2,196.56,UPI
OD4964,Fruits & Veggies,Fresh Vegetables,1343,0.25,282.03,UPI
OD4965,Snacks,Chocolates,2268,0.24,1020.6,UPI
OD4966,Fruits & Veggies,Organic Vegetables,2465,0.19,1084.6,UPI
OD4967,Snacks,Noodles,2187,0.1,765.45,UPI
OD4968,Oil & Masala,Masalas,1755,0.18,508.95,UPI
OD4969,Bakery,Breads & Buns,1345,0.19,564.9,UPI
OD4970,Fruits & Veggies,Organic Fruits,1061,0.24,318.3,UPI
OD4971,Fruits & Veggies,Organic Fruits,2473,0.25,717.17,UPI
OD4972,"Eggs, Meat & Fish",Fish,1289,0.17,412.48,UPI
OD4973,Food Grains,Organic Staples,1303,0.32,547.26,UPI
OD4974,Beverages,Soft Drinks,2423,0.16,533.06,UPI
OD4975,Beverages,Health Drinks,2348,0.32,986.16,UPI
OD4976,Bakery,Cakes,2268,0.19,476.28,UPI
OD4977,Food Grains,Atta & Flour,1898,0.31,512.46,UPI
OD4978,Oil & Masala,Masalas,1158,0.14,138.96,UPI
OD4979,Oil & Masala,Masalas,1541,0.2,600.99,UPI
OD4980,Fruits & Veggies,Organic Fruits,2388,0.28,214.92,UPI
OD4981,Food Grains,Dals & Pulses,2484,0.16,869.4,UPI
OD4982,Oil & Masala,Spices,917,0.17,183.4,UPI
OD4983,Food Grains,Rice,1123,0.31,56.15,UPI
OD4984,Snacks,Cookies,1646,0.35,246.9,UPI
OD4985,Oil & Masala,Masalas,1532,0.32,91.92,UPI
OD4986,Food Grains,Atta & Flour,2261,0.34,972.23,UPI
OD4987,Bakery,Breads & Buns,2139,0.2,641.7,UPI
OD4988,Oil & Masala,Spices,1836,0.28,385.56,UPI
OD4989,Fruits & Veggies,Fresh Vegetables,874,0.34,253.46,UPI
OD4990,Snacks,Chocolates,640,0.22,44.8,UPI
OD4991,"Eggs, Meat & Fish",Fish,1868,0.26,616.44,UPI
OD4992,Oil & Masala,Edible Oil & Ghee,726,0.34,36.3,UPI
OD4993,Bakery,Cakes,723,0.3,72.3,UPI
OD4994,"Eggs, Meat & Fish",Mutton,2226,0.23,200.34,UPI
OD4995,Snacks,Cookies,1512,0.14,105.84,UPI
OD4996,Beverages,Health Drinks,959,0.23,201.39,UPI
OD4997,Fruits & Veggies,Fresh Fruits,894,0.18,232.44,UPI
OD4998,"Eggs, Meat & Fish",Mutton,2474,0.21,272.14,UPI
OD4999,Fruits & Veggies,Organic Vegetables,1794,0.17,699.66,UPI
OD5000,Snacks,Cookies,2280,0.28,820.8,UPI
OD5001,Fruits & Veggies,Organic Vegetables,2389,0.24,907.82,UPI
OD5002,Fruits & Veggies,Fresh Fruits,536,0.22,209.04,UPI
OD5003,Food Grains,Organic Staples,669,0.12,294.36,UPI
OD5004,Oil & Masala,Spices,600,0.3,72,UPI
OD5005,Beverages,Soft Drinks,2235,0.1,894,UPI
OD5006,Snacks,Chocolates,1053,0.29,442.26,UPI
OD5007,Beverages,Soft Drinks,932,0.15,316.88,UPI
OD5008,Snacks,Chocolates,1203,0.34,324.81,UPI
OD5009,Bakery,Breads & Buns,542,0.24,81.3,UPI
OD5010,Fruits & Veggies,Fresh Fruits,2079,0.24,519.75,UPI
OD5011,Snacks,Noodles,1394,0.18,236.98,UPI
OD5012,Oil & Masala,Spices,2310,0.18,600.6,UPI
OD5013,"Eggs, Meat & Fish",Fish,1431,0.2,286.2,UPI
OD5014,Food Grains,Dals & Pulses,1975,0.16,849.25,UPI
OD5015,"Eggs, Meat & Fish",Fish,864,0.25,86.4,UPI
OD5016,Oil & Masala,Edible Oil & Ghee,1985,0.13,397,UPI
OD5017,"Eggs, Meat & Fish",Mutton,1371,0.25,191.94,UPI
OD5018,"Eggs, Meat & Fish",Eggs,777,0.28,341.88,UPI
OD5019,Food Grains,Rice,2330,0.23,1001.9,UPI
OD5020,Fruits & Veggies,Fresh Vegetables,547,0.23,153.16,UPI
OD5021,Beverages,Health Drinks,839,0.15,159.41,UPI
OD5022,Snacks,Noodles,1848,0.2,462,UPI
OD5023,Fruits & Veggies,Fresh Fruits,1018,0.11,244.32,UPI
OD5024,Fruits & Veggies,Fresh Fruits,2117,0.3,127.02,UPI
OD5025,"Eggs, Meat & Fish",Eggs,1055,0.32,94.95,UPI
OD5026,Oil & Masala,Spices,1089,0.32,141.57,UPI
OD5027,Bakery,Biscuits,2321,0.11,974.82,UPI
OD5028,Oil & Masala,Masalas,840,0.25,361.2,UPI
OD5029,Oil & Masala,Edible Oil & Ghee,1317,0.26,223.89,UPI
OD5030,Fruits & Veggies,Fresh Fruits,2186,0.24,546.5,UPI
OD5031,Beverages,Health Drinks,2483,0.21,744.9,UPI
OD5032,Oil & Masala,Masalas,558,0.33,61.38,UPI
OD5033,Fruits & Veggies,Fresh Vegetables,1290,0.34,503.1,UPI
OD5034,Food Grains,Dals & Pulses,1699,0.26,101.94,UPI
OD5035,"Eggs, Meat & Fish",Eggs,637,0.25,248.43,UPI
OD5036,Snacks,Chocolates,948,0.35,75.84,UPI
OD5037,Bakery,Cakes,1766,0.22,317.88,UPI
OD5038,"Eggs, Meat & Fish",Fish,797,0.17,135.49,UPI
OD5039,Snacks,Chocolates,1002,0.21,200.4,UPI
OD5040,Beverages,Health Drinks,633,0.21,151.92,UPI
OD5041,"Eggs, Meat & Fish",Chicken,887,0.35,301.58,UPI
OD5042,"Eggs, Meat & Fish",Fish,1768,0.17,335.92,UPI
OD5043,Food Grains,Dals & Pulses,2274,0.24,750.42,UPI
OD5044,Food Grains,Atta & Flour,2405,0.22,793.65,UPI
OD5045,Fruits & Veggies,Fresh Fruits,2395,0.28,1053.8,UPI
OD5046,Food Grains,Rice,1597,0.15,351.34,UPI
OD5047,"Eggs, Meat & Fish",Eggs,1673,0.17,368.06,UPI
OD5048,Fruits & Veggies,Organic Vegetables,1211,0.26,266.42,UPI
OD5049,Oil & Masala,Masalas,1890,0.35,378,UPI
OD5050,Snacks,Cookies,781,0.23,351.45,UPI
OD5051,Food Grains,Rice,1097,0.18,460.74,UPI
OD5052,Fruits & Veggies,Organic Fruits,1140,0.29,114,UPI
OD5053,Food Grains,Atta & Flour,2227,0.19,690.37,UPI
OD5054,Food Grains,Atta & Flour,2190,0.17,175.2,UPI
OD5055,Beverages,Health Drinks,1710,0.2,102.6,UPI
OD5056,Beverages,Health Drinks,583,0.21,46.64,UPI
OD5057,Fruits & Veggies,Organic Vegetables,543,0.18,244.35,UPI
OD5058,"Eggs, Meat & Fish",Mutton,1887,0.25,547.23,UPI
OD5059,"Eggs, Meat & Fish",Fish,2421,0.33,919.98,UPI
OD5060,Oil & Masala,Masalas,2097,0.17,733.95,UPI
OD5061,Beverages,Soft Drinks,2410,0.27,457.9,UPI
OD5062,Oil & Masala,Spices,1947,0.24,194.7,UPI
OD5063,Oil & Masala,Spices,2466,0.26,295.92,UPI
OD5064,Food Grains,Organic Staples,884,0.15,176.8,UPI
OD5065,Snacks,Cookies,672,0.31,114.24,UPI
OD5066,Fruits & Veggies,Fresh Fruits,1068,0.34,331.08,UPI
OD5067,Fruits & Veggies,Fresh Vegetables,2126,0.28,425.2,UPI
OD5068,Bakery,Biscuits,865,0.13,233.55,UPI
OD5069,Beverages,Health Drinks,1303,0.18,221.51,UPI
OD5070,Oil & Masala,Spices,830,0.21,348.6,UPI
OD5071,Oil & Masala,Spices,795,0.15,127.2,UPI
OD5072,Bakery,Biscuits,2292,0.25,229.2,UPI
OD5073,Snacks,Cookies,1087,0.18,173.92,UPI
OD5074,Snacks,Chocolates,2043,0.16,143.01,UPI
OD5075,Bakery,Biscuits,860,0.19,206.4,UPI
OD5076,Bakery,Cakes,846,0.35,42.3,UPI
OD5077,Bakery,Biscuits,565,0.31,62.15,UPI
OD5078,"Eggs, Meat & Fish",Eggs,1464,0.35,146.4,UPI
OD5079,Oil & Masala,Spices,760,0.29,281.2,UPI
OD5080,"Eggs, Meat & Fish",Chicken,2426,0.22,970.4,UPI
OD5081,Snacks,Noodles,1050,0.19,472.5,UPI
OD5082,Snacks,Chocolates,868,0.32,147.56,UPI
OD5083,Fruits & Veggies,Organic Vegetables,1265,0.34,392.15,UPI
OD5084,Fruits & Veggies,Fresh Vegetables,1949,0.31,545.72,UPI
OD5085,Food Grains,Organic Staples,2353,0.17,1011.79,UPI
OD5086,Fruits & Veggies,Fresh Fruits,2200,0.27,902,UPI
OD5087,Food Grains,Dals & Pulses,2053,0.23,739.08,UPI
OD5088,Food Grains,Atta & Flour,2325,0.12,1046.25,UPI
OD5089,"Eggs, Meat & Fish",Chicken,2415,0.15,120.75,UPI
OD5090,Oil & Masala,Masalas,537,0.34,53.7,UPI
OD5091,Food Grains,Organic Staples,1273,0.24,343.71,UPI
OD5092,Beverages,Soft Drinks,1867,0.24,448.08,UPI
OD5093,Food Grains,Dals & Pulses,2298,0.18,505.56,UPI
OD5094,Oil & Masala,Masalas,682,0.31,170.5,UPI
OD5095,Bakery,Cakes,2126,0.35,935.44,UPI
OD5096,"Eggs, Meat & Fish",Eggs,1878,0.18,131.46,UPI
OD5097,Oil & Masala,Spices,1202,0.2,168.28,UPI
OD5098,Beverages,Health Drinks,1867,0.34,317.39,UPI
OD5099,Snacks,Cookies,639,0.21,166.14,UPI
OD5100,Beverages,Health Drinks,739,0.19,169.97,UPI
OD5101,Snacks,Chocolates,2050,0.12,676.5,UPI
OD5102,Oil & Masala,Spices,2498,0.29,749.4,UPI
OD5103,"Eggs, Meat & Fish",Mutton,2380,0.35,214.2,UPI
OD5104,Snacks,Chocolates,1789,0.29,178.9,UPI
OD5105,Food Grains,Rice,1736,0.22,711.76,UPI
OD5106,"Eggs, Meat & Fish",Chicken,2399,0.13,359.85,UPI
OD5107,Bakery,Breads & Buns,2191,0.24,832.58,UPI
OD5108,Oil & Masala,Masalas,2114,0.15,486.22,UPI
OD5109,Oil & Masala,Spices,1040,0.1,52,UPI
OD5110,Fruits & Veggies,Organic Vegetables,1957,0.29,743.66,UPI
OD5111,Bakery,Cakes,2343,0.33,773.19,UPI
OD5112,"Eggs, Meat & Fish",Eggs,1748,0.2,87.4,UPI
OD5113,Oil & Masala,Masalas,888,0.11,248.64,UPI
OD5114,Oil & Masala,Spices,1141,0.23,171.15,UPI
OD5115,Snacks,Noodles,1787,0.11,661.19,UPI
OD5116,Snacks,Cookies,1360,0.33,340,UPI
OD5117,Fruits & Veggies,Organic Fruits,1699,0.21,84.95,UPI
OD5118,Fruits & Veggies,Organic Vegetables,1183,0.28,485.03,UPI
OD5119,Snacks,Noodles,862,0.29,103.44,UPI
OD5120,"Eggs, Meat & Fish",Mutton,538,0.21,118.36,UPI
OD5121,Bakery,Biscuits,644,0.22,167.44,UPI
OD5122,Bakery,Breads & Buns,2025,0.16,405,UPI
OD5123,Bakery,Cakes,1889,0.22,113.34,UPI
OD5124,"Eggs, Meat & Fish",Fish,1155,0.22,334.95,UPI
OD5125,Oil & Masala,Masalas,629,0.33,194.99,UPI
OD5126,Oil & Masala,Edible Oil & Ghee,1212,0.12,109.08,UPI
OD5127,Bakery,Biscuits,2039,0.16,876.77,UPI
OD5128,Fruits & Veggies,Fresh Vegetables,2113,0.18,169.04,UPI
OD5129,"Eggs, Meat & Fish",Chicken,527,0.22,184.45,UPI
OD5130,Bakery,Biscuits,2353,0.13,588.25,UPI
OD5131,Beverages,Health Drinks,1652,0.16,280.84,UPI
OD5132,Beverages,Soft Drinks,1476,0.25,457.56,UPI
OD5133,Oil & Masala,Edible Oil & Ghee,2115,0.3,803.7,UPI
OD5134,Fruits & Veggies,Fresh Fruits,2373,0.16,355.95,UPI
OD5135,Beverages,Soft Drinks,2238,0.26,447.6,UPI
OD5136,Snacks,Noodles,1393,0.25,515.41,UPI
OD5137,Snacks,Cookies,1056,0.14,359.04,UPI
OD5138,Beverages,Soft Drinks,1813,0.11,199.43,UPI
OD5139,Snacks,Cookies,1052,0.19,252.48,UPI
OD5140,Food Grains,Atta & Flour,1722,0.18,309.96,UPI
OD5141,Bakery,Cakes,659,0.15,230.65,UPI
